DATE,DGS10,,https://fred.stlouisfed.org/series/DGS10
5/15/23,3.5,,
5/16/23,3.54,,
5/17/23,3.57,,
5/18/23,3.65,,
5/19/23,3.7,,
5/22/23,3.72,,
5/23/23,3.7,,
5/24/23,3.73,,
5/25/23,3.83,,
5/26/23,3.8,,
5/29/23,.,,
5/30/23,3.69,,
5/31/23,3.64,,
6/1/23,3.61,,
6/2/23,3.69,,
6/5/23,3.69,,
6/6/23,3.7,,
6/7/23,3.79,,
6/8/23,3.73,,
6/9/23,3.75,,
6/12/23,3.73,,
6/13/23,3.84,,
6/14/23,3.83,,
6/15/23,3.72,,
